sample	Extraction	Specimen	Species	Feature_name	OTU	abundance	run	barcode	database	Broad.group	Interpretation	Phylum	Class	L1	L2	L3	L4	L5	L6	L7	L8	L9	L10	R1	pR1	R2	pR2	R3	pR3	R4	pR4	R5	pR5	R6	pR6	R7	pR7	R8	pR8	R9	pR9	R10	pR10	R11	pR11	R12	pR12	R13	pR13	R14	pR14	R15	pR15	R16	pR16	R17	pR17	R18	pR18	R19	pR19	R20	pR20
275_Nano				25f1d7249459af5b18d4acdb49a9e738	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea	57	RUN4	152	SILVA138plus			Arthropoda	Crustacea											Eukaryota	91.67	Bilateria	91.67	Protostomia	91.67	Ecdysozoa	91.67	Arthropoda	91.67	Crustacea	91.67	Sinocalanus sinensis	18.33																										
275_Nano				2f6d64ad29c6de4b1a881dcf19322f52	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda	27	RUN4	152	SILVA138plus			Arthropoda												Eukaryota	89.80	Bilateria	89.80	Protostomia	89.80	Ecdysozoa	89.80	Arthropoda	71.97	Crustacea	54.28	Acartia tonsa	36.60																										
275_Nano				33072e6f638d8954e86a8da310312580	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda	26	RUN4	152	SILVA138plus			Arthropoda												Eukaryota	89.80	Bilateria	89.80	Protostomia	89.80	Ecdysozoa	89.80	Arthropoda	71.97	Crustacea	54.28	Acartia tonsa	36.60																										
275_Nano				411e6987b2884d64a3307d700eb4b622	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae	28	RUN4	152	SILVA138plus			Siphonophorae												Eukaryota	91.46	Cnidaria	91.46	Hydrozoa	91.46	Hydroidolina	91.46	Siphonophorae	91.46	Siphonophorae sp	18.29	Siphonophorae sp	18.29																										
275_Nano				4ec9823bff2beed361cf09ff1f26ccc8	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea	55	RUN4	152	SILVA138plus			Arthropoda	Crustacea											Eukaryota	91.40	Bilateria	91.40	Protostomia	91.40	Ecdysozoa	91.40	Arthropoda	91.40	Crustacea	91.40	Centropages typicus	18.33																										
275_Nano				87e35672bde05827e70ebadf8566c400	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae	8	RUN4	152	SILVA138plus			Siphonophorae												Eukaryota	92.21	Cnidaria	92.21	Hydrozoa	92.21	Hydroidolina	92.21	Siphonophorae	92.21	uncultured eukaryote	18.44	uncultured eukaryote	18.44																										
275_Nano				8b0998b6a92046038567274f874fd2f3	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae	59	RUN4	152	SILVA138plus			Siphonophorae												Eukaryota	91.97	Cnidaria	91.97	Hydrozoa	91.97	Hydroidolina	91.97	Siphonophorae	91.97	Siphonophorae sp	18.39	Siphonophorae sp	18.39																										
275_Nano				afd8e67ecd98cd21e47deb0f2e375819	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae	85825	RUN4	152	SILVA138plus			Siphonophorae												Eukaryota	91.67	Cnidaria	91.67	Hydrozoa	91.67	Hydroidolina	91.67	Siphonophorae	91.67	Siphonophorae sp	18.33	Siphonophorae sp	18.33																										
275_Nano				b6338f2fcd0ce0778bf0ddf1c74de4f1	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae	2	RUN4	152	SILVA138plus			Siphonophorae												Eukaryota	92.31	Cnidaria	92.31	Hydrozoa	92.31	Hydroidolina	92.31	Siphonophorae	92.31	Siphonophorae sp	18.46	Siphonophorae sp	18.46																										
275_Nano				c32c77b92b9fa8088d49e730f0af31a6	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae	79699	RUN4	152	SILVA138plus			Siphonophorae												Eukaryota	91.67	Cnidaria	91.67	Hydrozoa	91.67	Hydroidolina	91.67	Siphonophorae	91.67	Siphonophorae sp	18.33	Siphonophorae sp	18.33																										
276_Sulc				0cae4a82951d95b6f488b0c06e21a45a	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae	21	RUN4	152	SILVA138plus			Siphonophorae												Eukaryota	91.68	Cnidaria	91.68	Hydrozoa	91.68	Hydroidolina	91.68	Siphonophorae	91.68	Siphonophorae sp	18.33	Siphonophorae sp	18.33																										
276_Sulc				411e6987b2884d64a3307d700eb4b622	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae	31	RUN4	152	SILVA138plus			Siphonophorae												Eukaryota	91.46	Cnidaria	91.46	Hydrozoa	91.46	Hydroidolina	91.46	Siphonophorae	91.46	Siphonophorae sp	18.29	Siphonophorae sp	18.29																										
276_Sulc				4ec9823bff2beed361cf09ff1f26ccc8	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea	82	RUN4	152	SILVA138plus			Arthropoda	Crustacea											Eukaryota	91.40	Bilateria	91.40	Protostomia	91.40	Ecdysozoa	91.40	Arthropoda	91.40	Crustacea	91.40	Centropages typicus	18.33																										
276_Sulc				76efd604740049184dca1315e2ffcba0	Eukaryota	17	RUN4	152	SILVA138plus															Eukaryota	90.00	Ascomycota	18.07	Pezizomycotina	18.07	Sordariomycetes	18.07	metagenome	18.07		0	metagenome	36.15																										
276_Sulc				979d2af60009f3b80469b43eb0fba8ee	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea	110	RUN4	152	SILVA138plus			Arthropoda	Crustacea											Eukaryota	91.40	Bilateria	91.40	Protostomia	91.40	Ecdysozoa	91.40	Arthropoda	91.40	Crustacea	91.40	Centropages typicus	18.33																										
276_Sulc				afd8e67ecd98cd21e47deb0f2e375819	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae	66349	RUN4	152	SILVA138plus			Siphonophorae												Eukaryota	91.67	Cnidaria	91.67	Hydrozoa	91.67	Hydroidolina	91.67	Siphonophorae	91.67	Siphonophorae sp	18.33	Siphonophorae sp	18.33																										
276_Sulc				c32c77b92b9fa8088d49e730f0af31a6	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae	54962	RUN4	152	SILVA138plus			Siphonophorae												Eukaryota	91.67	Cnidaria	91.67	Hydrozoa	91.67	Hydroidolina	91.67	Siphonophorae	91.67	Siphonophorae sp	18.33	Siphonophorae sp	18.33																										
264_Nano				4ba42ae6dea6709cfb3c2e64745647c0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote	59227	RUN4	166	SILVA138plus			Siphonophorae	uncultured eukaryote	uncultured eukaryote										Eukaryota	91.48	Cnidaria	73.18	Hydrozoa	73.18	Hydroidolina	73.18	Siphonophorae	73.18	uncultured eukaryote	91.48	uncultured eukaryote	91.48																										
264_Nano				98121af57e592a3f16c2e7c87ee27033	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote	44781	RUN4	166	SILVA138plus			Siphonophorae	uncultured eukaryote	uncultured eukaryote										Eukaryota	91.48	Cnidaria	73.18	Hydrozoa	73.18	Hydroidolina	73.18	Siphonophorae	73.18	uncultured eukaryote	91.48	uncultured eukaryote	91.48																										
265_Nano				4ba42ae6dea6709cfb3c2e64745647c0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote	97562	RUN4	166	SILVA138plus			Siphonophorae	uncultured eukaryote	uncultured eukaryote										Eukaryota	91.48	Cnidaria	73.18	Hydrozoa	73.18	Hydroidolina	73.18	Siphonophorae	73.18	uncultured eukaryote	91.48	uncultured eukaryote	91.48																										
265_Nano				98121af57e592a3f16c2e7c87ee27033	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote	89426	RUN4	166	SILVA138plus			Siphonophorae	uncultured eukaryote	uncultured eukaryote										Eukaryota	91.48	Cnidaria	73.18	Hydrozoa	73.18	Hydroidolina	73.18	Siphonophorae	73.18	uncultured eukaryote	91.48	uncultured eukaryote	91.48																										
266_Nano				4ba42ae6dea6709cfb3c2e64745647c0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote	97947	RUN4	166	SILVA138plus			Siphonophorae	uncultured eukaryote	uncultured eukaryote										Eukaryota	91.48	Cnidaria	73.18	Hydrozoa	73.18	Hydroidolina	73.18	Siphonophorae	73.18	uncultured eukaryote	91.48	uncultured eukaryote	91.48																										
266_Nano				98121af57e592a3f16c2e7c87ee27033	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote	92332	RUN4	166	SILVA138plus			Siphonophorae	uncultured eukaryote	uncultured eukaryote										Eukaryota	91.48	Cnidaria	73.18	Hydrozoa	73.18	Hydroidolina	73.18	Siphonophorae	73.18	uncultured eukaryote	91.48	uncultured eukaryote	91.48																										
267_Nano				4ba42ae6dea6709cfb3c2e64745647c0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote	95326	RUN4	166	SILVA138plus			Siphonophorae	uncultured eukaryote	uncultured eukaryote										Eukaryota	91.48	Cnidaria	73.18	Hydrozoa	73.18	Hydroidolina	73.18	Siphonophorae	73.18	uncultured eukaryote	91.48	uncultured eukaryote	91.48																										
267_Nano				98121af57e592a3f16c2e7c87ee27033	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote	81080	RUN4	166	SILVA138plus			Siphonophorae	uncultured eukaryote	uncultured eukaryote										Eukaryota	91.48	Cnidaria	73.18	Hydrozoa	73.18	Hydroidolina	73.18	Siphonophorae	73.18	uncultured eukaryote	91.48	uncultured eukaryote	91.48																										
268_Nano				1caad9ef20cb75194ee3dfe52943393c	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea	235	RUN4	166	SILVA138plus			Arthropoda	Crustacea											Eukaryota	91.25	Bilateria	91.25	Protostomia	91.25	Ecdysozoa	91.25	Arthropoda	91.25	Crustacea	91.25	Centropages hamatus	18.36																										
268_Nano				4ba42ae6dea6709cfb3c2e64745647c0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote	108206	RUN4	166	SILVA138plus			Siphonophorae	uncultured eukaryote	uncultured eukaryote										Eukaryota	91.48	Cnidaria	73.18	Hydrozoa	73.18	Hydroidolina	73.18	Siphonophorae	73.18	uncultured eukaryote	91.48	uncultured eukaryote	91.48																										
268_Nano				98121af57e592a3f16c2e7c87ee27033	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote	102957	RUN4	166	SILVA138plus			Siphonophorae	uncultured eukaryote	uncultured eukaryote										Eukaryota	91.48	Cnidaria	73.18	Hydrozoa	73.18	Hydroidolina	73.18	Siphonophorae	73.18	uncultured eukaryote	91.48	uncultured eukaryote	91.48																										
268_Nano				98db3c2d312070d10ea38cb22a2a4dba	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea	159	RUN4	166	SILVA138plus			Arthropoda	Crustacea											Eukaryota	91.20	Bilateria	91.20	Protostomia	91.20	Ecdysozoa	91.20	Arthropoda	91.20	Crustacea	91.20	Centropages hamatus	18.32																										
268_Nano				ca37cc768ec5fec742aecf67e6307ef9	Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group II_uncultured eukaryote_uncultured eukaryote	33	RUN4	166	SILVA138plus			Syndiniales Group II	uncultured eukaryote	uncultured eukaryote										Eukaryota	91.57	SAR	18.31	Alveolata	18.31	Syndiniales	18.31	Syndiniales Group II	18.31	uncultured eukaryote	91.57	uncultured eukaryote	91.57																										
269_Nano				1caad9ef20cb75194ee3dfe52943393c	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea	2361	RUN4	166	SILVA138plus			Arthropoda	Crustacea											Eukaryota	91.25	Bilateria	91.25	Protostomia	91.25	Ecdysozoa	91.25	Arthropoda	91.25	Crustacea	91.25	Centropages hamatus	18.36																										
269_Nano				464f4db03e9945fc160930210e4e5112	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea	19	RUN4	166	SILVA138plus			Arthropoda	Crustacea											Eukaryota	89.32	Bilateria	89.32	Protostomia	89.32	Ecdysozoa	89.32	Arthropoda	89.32	Crustacea	89.32	Acartia tonsa	36.39																										
269_Nano				4ba42ae6dea6709cfb3c2e64745647c0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote	85679	RUN4	166	SILVA138plus			Siphonophorae	uncultured eukaryote	uncultured eukaryote										Eukaryota	91.48	Cnidaria	73.18	Hydrozoa	73.18	Hydroidolina	73.18	Siphonophorae	73.18	uncultured eukaryote	91.48	uncultured eukaryote	91.48																										
269_Nano				7807010ad7f8e47b0a36deb2af3c3616	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote	28	RUN4	166	SILVA138plus			Siphonophorae	uncultured eukaryote	uncultured eukaryote										Eukaryota	89.37	Cnidaria	71.49	Hydrozoa	71.49	Hydroidolina	71.49	Siphonophorae	71.49	uncultured eukaryote	89.37	uncultured eukaryote	89.37																										
269_Nano				98121af57e592a3f16c2e7c87ee27033	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote	73823	RUN4	166	SILVA138plus			Siphonophorae	uncultured eukaryote	uncultured eukaryote										Eukaryota	91.48	Cnidaria	73.18	Hydrozoa	73.18	Hydroidolina	73.18	Siphonophorae	73.18	uncultured eukaryote	91.48	uncultured eukaryote	91.48																										
269_Nano				98db3c2d312070d10ea38cb22a2a4dba	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea	1722	RUN4	166	SILVA138plus			Arthropoda	Crustacea											Eukaryota	91.20	Bilateria	91.20	Protostomia	91.20	Ecdysozoa	91.20	Arthropoda	91.20	Crustacea	91.20	Centropages hamatus	18.32																										
269_Nano				9aaaf723a92ca83651c54fb4a6d8fe7b	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea	9	RUN4	166	SILVA138plus			Arthropoda	Crustacea											Eukaryota	89.32	Bilateria	89.32	Protostomia	89.32	Ecdysozoa	89.32	Arthropoda	89.32	Crustacea	89.32	Acartia tonsa	36.39																										
270_Nano				1caad9ef20cb75194ee3dfe52943393c	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea	5373	RUN4	166	SILVA138plus			Arthropoda	Crustacea											Eukaryota	91.25	Bilateria	91.25	Protostomia	91.25	Ecdysozoa	91.25	Arthropoda	91.25	Crustacea	91.25	Centropages hamatus	18.36																										
270_Nano				4ba42ae6dea6709cfb3c2e64745647c0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote	81143	RUN4	166	SILVA138plus			Siphonophorae	uncultured eukaryote	uncultured eukaryote										Eukaryota	91.48	Cnidaria	73.18	Hydrozoa	73.18	Hydroidolina	73.18	Siphonophorae	73.18	uncultured eukaryote	91.48	uncultured eukaryote	91.48																										
270_Nano				98121af57e592a3f16c2e7c87ee27033	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote	71808	RUN4	166	SILVA138plus			Siphonophorae	uncultured eukaryote	uncultured eukaryote										Eukaryota	91.48	Cnidaria	73.18	Hydrozoa	73.18	Hydroidolina	73.18	Siphonophorae	73.18	uncultured eukaryote	91.48	uncultured eukaryote	91.48																										
270_Nano				98db3c2d312070d10ea38cb22a2a4dba	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea	4451	RUN4	166	SILVA138plus			Arthropoda	Crustacea											Eukaryota	91.20	Bilateria	91.20	Protostomia	91.20	Ecdysozoa	91.20	Arthropoda	91.20	Crustacea	91.20	Centropages hamatus	18.32																										
271_Nano				1caad9ef20cb75194ee3dfe52943393c	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea	16930	RUN4	166	SILVA138plus			Arthropoda	Crustacea											Eukaryota	91.25	Bilateria	91.25	Protostomia	91.25	Ecdysozoa	91.25	Arthropoda	91.25	Crustacea	91.25	Centropages hamatus	18.36																										
271_Nano				4ba42ae6dea6709cfb3c2e64745647c0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote	48468	RUN4	166	SILVA138plus			Siphonophorae	uncultured eukaryote	uncultured eukaryote										Eukaryota	91.48	Cnidaria	73.18	Hydrozoa	73.18	Hydroidolina	73.18	Siphonophorae	73.18	uncultured eukaryote	91.48	uncultured eukaryote	91.48																										
271_Nano				98121af57e592a3f16c2e7c87ee27033	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote	44621	RUN4	166	SILVA138plus			Siphonophorae	uncultured eukaryote	uncultured eukaryote										Eukaryota	91.48	Cnidaria	73.18	Hydrozoa	73.18	Hydroidolina	73.18	Siphonophorae	73.18	uncultured eukaryote	91.48	uncultured eukaryote	91.48																										
271_Nano				98db3c2d312070d10ea38cb22a2a4dba	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea	15880	RUN4	166	SILVA138plus			Arthropoda	Crustacea											Eukaryota	91.20	Bilateria	91.20	Protostomia	91.20	Ecdysozoa	91.20	Arthropoda	91.20	Crustacea	91.20	Centropages hamatus	18.32																										
272_Nano				4ba42ae6dea6709cfb3c2e64745647c0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote	96028	RUN4	166	SILVA138plus			Siphonophorae	uncultured eukaryote	uncultured eukaryote										Eukaryota	91.48	Cnidaria	73.18	Hydrozoa	73.18	Hydroidolina	73.18	Siphonophorae	73.18	uncultured eukaryote	91.48	uncultured eukaryote	91.48																										
272_Nano				98121af57e592a3f16c2e7c87ee27033	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote	87744	RUN4	166	SILVA138plus			Siphonophorae	uncultured eukaryote	uncultured eukaryote										Eukaryota	91.48	Cnidaria	73.18	Hydrozoa	73.18	Hydroidolina	73.18	Siphonophorae	73.18	uncultured eukaryote	91.48	uncultured eukaryote	91.48																										
273_Nano				19747e4926116e11bce1da090e371a1e	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote	24	RUN4	166	SILVA138plus			Siphonophorae	uncultured eukaryote	uncultured eukaryote										Eukaryota	90.14	Cnidaria	72.11	Hydrozoa	72.11	Hydroidolina	72.11	Siphonophorae	72.11	uncultured eukaryote	90.14	uncultured eukaryote	90.14																										
273_Nano				1caad9ef20cb75194ee3dfe52943393c	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea	3104	RUN4	166	SILVA138plus			Arthropoda	Crustacea											Eukaryota	91.25	Bilateria	91.25	Protostomia	91.25	Ecdysozoa	91.25	Arthropoda	91.25	Crustacea	91.25	Centropages hamatus	18.36																										
273_Nano				464f4db03e9945fc160930210e4e5112	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea	751	RUN4	166	SILVA138plus			Arthropoda	Crustacea											Eukaryota	89.32	Bilateria	89.32	Protostomia	89.32	Ecdysozoa	89.32	Arthropoda	89.32	Crustacea	89.32	Acartia tonsa	36.39																										
273_Nano				4ba42ae6dea6709cfb3c2e64745647c0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote	73759	RUN4	166	SILVA138plus			Siphonophorae	uncultured eukaryote	uncultured eukaryote										Eukaryota	91.48	Cnidaria	73.18	Hydrozoa	73.18	Hydroidolina	73.18	Siphonophorae	73.18	uncultured eukaryote	91.48	uncultured eukaryote	91.48																										
273_Nano				90223a01aad1bd1993c5cd85373a66e5	Eukaryota_Dinoflagellata_Dinophyceae_Gymnodiniphycidae_Kareniaceae_Karlodinium_uncultured eukaryote	3	RUN4	166	SILVA138plus			Kareniaceae	Karlodinium	uncultured eukaryote										Eukaryota	91.46	Dinoflagellata	54.87	Dinophyceae	54.87	Gymnodiniphycidae	36.58	Kareniaceae	36.58	Karlodinium	36.58	uncultured eukaryote	91.46																										
273_Nano				98121af57e592a3f16c2e7c87ee27033	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote	75255	RUN4	166	SILVA138plus			Siphonophorae	uncultured eukaryote	uncultured eukaryote										Eukaryota	91.48	Cnidaria	73.18	Hydrozoa	73.18	Hydroidolina	73.18	Siphonophorae	73.18	uncultured eukaryote	91.48	uncultured eukaryote	91.48																										
273_Nano				98db3c2d312070d10ea38cb22a2a4dba	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea	2773	RUN4	166	SILVA138plus			Arthropoda	Crustacea											Eukaryota	91.20	Bilateria	91.20	Protostomia	91.20	Ecdysozoa	91.20	Arthropoda	91.20	Crustacea	91.20	Centropages hamatus	18.32																										
273_Nano				9aaaf723a92ca83651c54fb4a6d8fe7b	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea	512	RUN4	166	SILVA138plus			Arthropoda	Crustacea											Eukaryota	89.32	Bilateria	89.32	Protostomia	89.32	Ecdysozoa	89.32	Arthropoda	89.32	Crustacea	89.32	Acartia tonsa	36.39																										
273_Nano				a864298d4d332555392df772b38ce3df	Eukaryota_SAR_Stramenopiles_Ochrophyta	40	RUN4	166	SILVA138plus															Eukaryota	91.78	SAR	91.78	Stramenopiles	73.42	Ochrophyta	73.42	Bacillariophyceae	18.35	Nitzschia dissipata	18.35	Nitzschia dissipata	18.35																										
274_Nano				464f4db03e9945fc160930210e4e5112	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea	912	RUN4	166	SILVA138plus			Arthropoda	Crustacea											Eukaryota	89.32	Bilateria	89.32	Protostomia	89.32	Ecdysozoa	89.32	Arthropoda	89.32	Crustacea	89.32	Acartia tonsa	36.39																										
274_Nano				4ba42ae6dea6709cfb3c2e64745647c0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote	119471	RUN4	166	SILVA138plus			Siphonophorae	uncultured eukaryote	uncultured eukaryote										Eukaryota	91.48	Cnidaria	73.18	Hydrozoa	73.18	Hydroidolina	73.18	Siphonophorae	73.18	uncultured eukaryote	91.48	uncultured eukaryote	91.48																										
274_Nano				61a48aa04a323c0d27b6a247b9331ffe	Eukaryota_Bilateria_Protostomia_Lophotrochozoa_Platyhelminthes_Trematoda	63	RUN4	166	SILVA138plus			Platyhelminthes	Trematoda											Eukaryota	91.12	Bilateria	91.12	Protostomia	91.12	Lophotrochozoa	91.12	Platyhelminthes	91.12	Trematoda	91.12	Gorgocephalus kyphosi	18.23																										
274_Nano				98121af57e592a3f16c2e7c87ee27033	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote	92069	RUN4	166	SILVA138plus			Siphonophorae	uncultured eukaryote	uncultured eukaryote										Eukaryota	91.48	Cnidaria	73.18	Hydrozoa	73.18	Hydroidolina	73.18	Siphonophorae	73.18	uncultured eukaryote	91.48	uncultured eukaryote	91.48																										
274_Nano				9aaaf723a92ca83651c54fb4a6d8fe7b	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea	644	RUN4	166	SILVA138plus			Arthropoda	Crustacea											Eukaryota	89.32	Bilateria	89.32	Protostomia	89.32	Ecdysozoa	89.32	Arthropoda	89.32	Crustacea	89.32	Acartia tonsa	36.39																										
274_Nano				9d4fdb50124d3b03b958293d5c5f3aec	Eukaryota_Chytridiomycota_Incertae Sedis_Rhizophydiales_uncultured	19	RUN4	166	SILVA138plus			uncultured												Eukaryota	91.40	Chytridiomycota	91.40	Incertae Sedis	91.40	Rhizophydiales	91.40	uncultured	73.17	uncultured fungus	18.35	uncultured fungus	18.35																										
274_Nano				db006b1eb3926201c029453c9896c7ae	Eukaryota_Bilateria_Protostomia_Lophotrochozoa_Platyhelminthes_Trematoda	63	RUN4	166	SILVA138plus			Platyhelminthes	Trematoda											Eukaryota	91.12	Bilateria	91.12	Protostomia	91.12	Lophotrochozoa	91.12	Platyhelminthes	91.12	Trematoda	91.12	Gorgocephalus kyphosi	18.23																										
275_Nano				4ba42ae6dea6709cfb3c2e64745647c0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote	116558	RUN4	166	SILVA138plus			Siphonophorae	uncultured eukaryote	uncultured eukaryote										Eukaryota	91.48	Cnidaria	73.18	Hydrozoa	73.18	Hydroidolina	73.18	Siphonophorae	73.18	uncultured eukaryote	91.48	uncultured eukaryote	91.48																										
275_Nano				6557d494cb53c7a4c40c18fc071cd8bf	Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group II_uncultured eukaryote_uncultured eukaryote	23	RUN4	166	SILVA138plus			Syndiniales Group II	uncultured eukaryote	uncultured eukaryote										Eukaryota	85.94	SAR	17.18	Alveolata	17.18	Syndiniales	17.18	Syndiniales Group II	17.18	uncultured eukaryote	85.94	uncultured eukaryote	85.94																										
275_Nano				98121af57e592a3f16c2e7c87ee27033	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote	115401	RUN4	166	SILVA138plus			Siphonophorae	uncultured eukaryote	uncultured eukaryote										Eukaryota	91.48	Cnidaria	73.18	Hydrozoa	73.18	Hydroidolina	73.18	Siphonophorae	73.18	uncultured eukaryote	91.48	uncultured eukaryote	91.48																										
276_Sulc				1caad9ef20cb75194ee3dfe52943393c	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea	350	RUN4	166	SILVA138plus			Arthropoda	Crustacea											Eukaryota	91.25	Bilateria	91.25	Protostomia	91.25	Ecdysozoa	91.25	Arthropoda	91.25	Crustacea	91.25	Centropages hamatus	18.36																										
276_Sulc				4ba42ae6dea6709cfb3c2e64745647c0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote	93527	RUN4	166	SILVA138plus			Siphonophorae	uncultured eukaryote	uncultured eukaryote										Eukaryota	91.48	Cnidaria	73.18	Hydrozoa	73.18	Hydroidolina	73.18	Siphonophorae	73.18	uncultured eukaryote	91.48	uncultured eukaryote	91.48																										
276_Sulc				98db3c2d312070d10ea38cb22a2a4dba	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea	172	RUN4	166	SILVA138plus			Arthropoda	Crustacea											Eukaryota	91.20	Bilateria	91.20	Protostomia	91.20	Ecdysozoa	91.20	Arthropoda	91.20	Crustacea	91.20	Centropages hamatus	18.32																										
276_Sulc				a939e4332eec1b60ceb75af5be58c605	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote	78749	RUN4	166	SILVA138plus			Siphonophorae	uncultured eukaryote	uncultured eukaryote										Eukaryota	91.23	Cnidaria	91.23	Hydrozoa	91.23	Hydroidolina	91.23	Siphonophorae	91.23	uncultured eukaryote	72.99	uncultured eukaryote	72.99																										
